%"Time"	"0 Channel 1"
294.436825	23.098022
294.636850	23.174316
294.836875	23.220093
295.036900	23.189575
295.236925	23.189575
295.436950	23.174316
295.636975	23.204834
295.837000	23.159058
296.037025	23.189575
296.237050	23.220093
296.437075	23.311646
296.637100	23.189575
296.837125	23.250610
297.037150	23.281128
297.237175	23.235352
297.437200	23.204834
297.637225	23.204834
297.837250	23.311646
298.037275	23.281128
298.237300	23.235352
298.437325	23.235352
298.637350	23.342163
298.837375	23.281128
299.037400	23.250610
299.237425	23.235352
299.437450	23.311646
299.637475	23.311646
299.837500	23.281128
300.037525	23.326904
300.237550	23.281128
300.437575	23.143799
300.637600	23.311646
300.837625	23.265869
301.037650	23.296387
301.237675	23.403198
301.437700	23.357422
301.637725	23.250610
301.837750	23.189575
302.037775	23.372681
302.237800	23.357422
302.437825	23.250610
302.637850	23.265869
302.837875	23.342163
303.037900	23.387939
303.237925	23.357422
303.437950	23.372681
303.637975	23.326904
303.838000	23.326904
304.038025	23.403198
304.238050	23.357422
304.438075	23.311646
304.638100	23.418457
304.838125	23.403198
305.038150	23.357422
305.238175	23.387939
305.438200	23.387939
305.638225	23.433716
305.838250	23.387939
306.038275	23.387939
306.238300	23.510010
306.438325	23.387939
306.638350	23.281128
306.838375	23.235352
307.038400	22.838623
307.238425	22.029907
307.438450	21.190674
307.638475	20.290405
307.838500	19.359619
308.038525	18.566162
308.238550	17.894775
308.438575	17.330200
308.638600	16.765625
308.838625	16.429932
309.038650	16.124756
309.238675	15.850098
309.438700	15.499146
309.638725	15.270264
309.838750	14.873535
310.038775	14.675171
310.238800	14.400513
310.438825	14.263184
310.638850	14.095337
310.838875	13.805420
311.038900	13.759644
311.238925	13.469727
311.438950	13.378174
311.638975	13.195068
311.839000	13.149292
312.039025	13.027222
312.239050	12.920410
312.439075	12.813599
312.639100	12.752563
312.839125	12.645752
313.039150	12.523682
313.239175	12.493164
313.439200	12.355835
313.639225	12.401611
313.839250	12.249023
314.039275	12.325317
314.239300	12.172729
314.439325	12.096436
314.639350	12.065918
314.839375	12.004883
315.039400	11.959106
315.239425	11.913330
315.439450	11.837036
315.639475	11.760742
315.839500	11.745483
316.039525	11.623413
316.239550	11.730225
316.439575	11.623413
316.639600	11.516602
316.839625	11.531860
317.039650	11.425049
317.239675	11.455566
317.439700	11.364014
317.639725	11.364014
317.839750	11.287720
318.039775	11.211426
318.239800	11.272461
318.439825	11.180908
318.639850	11.150391
318.839875	11.196167
319.039900	11.043579
319.239925	11.089355
319.439950	11.119873
319.639975	10.997803
319.840000	10.967285
320.040025	10.936768
320.240050	10.952026
320.440075	10.845215
320.640100	10.845215
320.840125	10.829956
321.040150	10.890991
321.240175	10.799438
321.440200	10.753662
321.640225	10.784180
321.840250	10.768921
322.040275	10.692627
322.240300	10.616333
322.440325	10.692627
322.640350	10.585815
322.840375	10.723145
323.040400	10.509521
323.240425	10.524780
323.440450	10.570557
323.640475	10.524780
323.840500	10.524780
324.040525	10.479004
324.240550	10.509521
324.440575	10.433228
324.640600	10.311157
324.840625	10.387451
325.040650	10.326416
325.240675	10.326416
325.440700	10.341675
325.640725	10.372192
325.840750	10.265381
326.040775	10.280640
326.240800	10.265381
326.440825	10.265381
326.640850	10.234863
326.840875	10.173828
327.040900	10.189087
327.240925	10.128052
327.440950	10.051758
327.640975	10.128052
327.841000	10.173828
328.041025	10.158569
328.241050	10.005981
328.441075	10.067017
328.641100	10.128052
328.841125	10.036499
329.041150	9.990723
329.241175	10.021240
329.441200	9.944946
329.641225	9.929688
329.841250	9.990723
330.041275	9.899170
330.241300	9.899170
330.441325	9.929688
330.641350	9.929688
330.841375	9.975464
331.041400	9.838135
331.241425	9.853394
331.441450	9.868652
331.641475	9.807617
331.841500	9.792358
332.041525	9.883911
332.241550	9.792358
332.441575	9.777100
332.641600	9.822876
332.841625	9.853394
333.041650	9.792358
333.241675	9.716064
333.441700	9.731323
333.641725	9.746582
333.841750	9.716064
334.041775	9.655029
334.241800	9.746582
334.441825	9.700806
334.641850	9.624512
334.841875	9.670288
335.041900	9.731323
335.241925	9.609253
335.441950	9.685547
335.641975	9.685547
335.842000	9.624512
336.042025	9.716064
336.242050	9.593994
336.442075	9.548218
336.642100	9.593994
336.842125	9.517700
337.042150	9.532959
337.242175	9.487183
337.442200	9.502441
337.642225	9.532959
337.842250	9.517700
338.042275	9.563477
338.242300	9.532959
338.442325	9.502441
338.642350	9.548218
338.842375	9.456665
339.042400	9.517700
339.242425	9.441406
339.442450	9.487183
339.642475	9.441406
339.842500	9.426147
340.042525	9.502441
340.242550	9.471924
340.442575	9.517700
340.642600	9.502441
340.842625	9.410889
341.042650	9.410889
341.242675	9.456665
341.442700	9.410889
341.642725	9.380371
341.842750	9.426147
342.042775	9.471924
342.242800	9.395630
342.442825	9.365112
342.642850	9.334595
342.842875	9.426147
343.042900	9.471924
343.242925	9.380371
343.442950	9.380371
343.642975	9.441406
343.843000	9.395630
344.043025	9.441406
344.243050	9.471924
344.443075	9.365112
344.643100	9.365112
344.843125	9.365112
345.043150	9.395630
345.243175	9.380371
345.443200	9.380371
345.643225	9.410889
345.843250	9.365112
346.043275	9.380371
346.243300	9.304077
346.443325	9.288818
346.643350	9.410889
346.843375	9.273560
347.043400	9.380371
347.243425	9.395630
347.443450	9.365112
347.643475	9.349854
347.843500	9.365112
348.043525	9.319336
348.243550	9.456665
348.443575	9.380371
348.643600	9.410889
348.843625	9.349854
349.043650	9.365112
349.243675	9.304077
349.443700	9.273560
349.643725	9.288818
349.843750	9.304077
350.043775	9.334595
350.243800	9.304077
350.443825	9.258301
350.643850	9.273560
350.843875	9.349854
351.043900	9.227783
351.243925	9.395630
351.443950	9.304077
351.643975	9.258301
351.844000	9.349854
352.044025	9.273560
352.244050	9.304077
352.444075	9.273560
352.644100	9.304077
352.844125	9.273560
353.044150	9.334595
353.244175	9.304077
353.444200	9.258301
353.644225	9.304077
353.844250	9.258301
354.044275	9.288818
354.244300	9.304077
354.444325	9.227783
354.644350	9.258301
354.844375	9.212524
355.044400	9.243042
355.244425	9.243042
355.444450	9.197266
355.644475	9.166748
355.844500	9.273560
356.044525	9.304077
356.244550	9.243042
356.444575	9.212524
356.644600	9.258301
356.844625	9.197266
357.044650	9.212524
357.244675	9.212524
357.444700	9.243042
357.644725	9.197266
357.844750	9.212524
358.044775	9.166748
358.244800	9.227783
358.444825	9.212524
358.644850	9.258301
358.844875	9.151489
359.044900	9.227783
359.244925	9.319336
359.444950	9.273560
359.644975	9.166748
359.845000	9.258301
360.045025	9.304077
360.245050	9.166748
360.445075	9.227783
360.645100	9.212524
360.845125	9.212524
361.045150	9.212524
361.245175	9.243042
361.445200	9.227783
361.645225	9.304077
361.845250	9.319336
362.045275	9.120972
362.245300	9.212524
362.445325	9.212524
362.645350	9.227783
362.845375	9.227783
363.045400	9.166748
363.245425	9.197266
363.445450	9.151489
363.645475	9.304077
363.845500	9.334595
364.045525	9.258301
364.245550	9.212524
364.445575	9.197266
364.645600	9.227783
364.845625	9.258301
365.045650	9.273560
365.245675	9.243042
365.445700	9.258301
365.645725	9.243042
365.845750	9.288818
366.045775	9.243042
366.245800	9.212524
366.445825	9.288818
366.645850	9.243042
366.845875	9.243042
367.045900	9.349854
367.245925	9.197266
367.445950	9.243042
367.645975	9.273560
367.846000	9.304077
368.046025	9.563477
368.246050	9.761841
368.446075	10.082275
368.646100	10.234863
368.846125	10.448486
369.046150	10.646851
369.246175	10.875732
369.446200	11.089355
369.646225	11.272461
369.846250	11.669189
370.046275	11.714966
370.246300	11.959106
370.446325	12.264282
370.646350	12.523682
370.846375	12.874634
371.046400	13.118774
371.246425	13.301880
371.446450	13.622314
371.646475	13.820679
371.846500	14.171631
372.046525	14.431030
372.246550	14.659912
372.446575	14.934570
372.646600	15.178711
372.846625	15.377075
373.046650	15.636475
373.246675	15.880615
373.446700	16.048462
373.646725	16.292603
373.846750	16.506226
374.046775	16.674072
374.246800	16.841919
374.446825	17.070801
374.646850	17.284424
374.846875	17.391235
375.046900	17.604858
375.246925	17.681152
375.446950	17.879517
375.646975	18.032104
375.847000	18.108398
376.047025	18.215210
376.247050	18.337280
376.447075	18.474609
376.647100	18.566162
376.847125	18.718750
377.047150	18.718750
377.247175	18.764526
377.447200	18.917114
377.647225	18.978149
377.847250	19.084961
378.047275	19.237549
378.247300	19.329102
378.447325	19.329102
378.647350	19.481689
378.847375	19.603760
379.047400	19.664795
379.247425	19.893677
379.447450	19.832642
379.647475	19.969971
379.847500	20.076782
380.047525	20.168335
380.247550	20.198853
380.447575	20.244629
380.647600	20.320923
380.847625	20.351440
381.047650	20.427734
381.247675	20.488770
381.447700	20.519287
381.647725	20.565063
381.847750	20.641357
382.047775	20.641357
382.247800	20.748169
382.447825	20.809204
382.647850	20.824463
382.847875	20.916016
383.047900	20.916016
383.247925	20.916016
383.447950	21.083862
383.647975	21.053345
383.848000	21.129639
384.048025	21.099121
384.248050	21.160156
384.448075	21.205933
384.648100	21.266968
384.848125	21.175415
385.048150	21.282227
385.248175	21.358521
385.448200	21.343262
385.648225	21.389038
385.848250	21.450073
386.048275	21.480591
386.248300	21.495850
386.448325	21.419556
386.648350	21.556885
386.848375	21.648438
387.048400	21.526367
387.248425	21.526367
387.448450	21.556885
387.648475	21.602661
387.848500	21.617920
388.048525	21.587402
388.248550	21.648438
388.448575	21.709473
388.648600	21.724731
388.848625	21.739990
389.048650	21.801025
389.248675	21.785767
389.448700	21.816284
389.648725	21.801025
389.848750	21.892578
390.048775	21.907837
390.248800	21.877319
390.448825	21.907837
390.648850	21.877319
390.848875	21.953613
391.048900	21.907837
391.248925	21.923096
391.448950	22.014648
391.648975	21.938354
391.849000	21.999390
392.049025	22.045166
392.249050	22.014648
392.449075	22.045166
392.649100	22.014648
392.849125	22.060425
393.049150	22.136719
393.249175	22.136719
393.449200	22.151978
393.649225	22.075684
393.849250	22.213013
394.049275	22.197754
394.249300	22.258789
394.449325	22.243530
394.649350	22.228271
394.849375	22.197754
395.049400	22.213013
395.249425	22.319824
395.449450	22.319824
395.649475	22.289307
395.849500	22.380859
396.049525	22.380859
396.249550	22.319824
396.449575	22.441895
396.649600	22.335083
396.849625	22.457153
397.049650	22.411377
397.249675	22.396118
397.449700	22.411377
397.649725	22.533447
397.849750	22.487671
398.049775	22.411377
398.249800	22.472412
398.449825	22.411377
398.649850	22.502930
398.849875	22.548706
399.049900	22.472412
399.249925	22.518188
399.449950	22.609741
399.649975	22.640259
399.850000	22.594482
400.050025	22.609741
400.250050	22.579224
400.450075	22.579224
400.650100	22.670776
400.850125	22.594482
401.050150	22.625000
401.250175	22.686035
401.450200	22.701294
401.650225	22.747070
401.850250	22.792847
402.050275	22.670776
402.250300	22.762329
402.450325	22.670776
402.650350	22.701294
402.850375	22.716553
403.050400	22.747070
403.250425	22.838623
403.450450	22.838623
403.650475	22.808105
403.850500	22.869141
404.050525	22.884399
404.250550	22.762329
404.450575	22.792847
404.650600	22.838623
404.850625	22.823364
405.050650	22.884399
405.250675	22.914917
405.450700	22.899658
405.650725	22.899658
405.850750	22.899658
406.050775	22.869141
406.250800	22.884399
406.450825	22.960693
406.650850	23.006470
406.850875	22.884399
407.050900	22.945435
407.250925	23.006470
407.450950	23.006470
407.650975	22.960693
407.851000	23.036987
408.051025	22.960693
408.251050	22.945435
408.451075	23.067505
408.651100	23.021729
408.851125	22.930176
409.051150	23.082764
409.251175	23.113281
409.451200	23.128540
409.651225	23.143799
409.851250	23.082764
410.051275	23.113281
410.251300	23.159058
410.451325	23.113281
410.651350	23.128540
410.851375	23.052246
411.051400	23.159058
411.251425	23.143799
411.451450	23.128540
411.651475	23.143799
411.851500	23.159058
412.051525	23.128540
412.251550	23.189575
412.451575	23.143799
412.651600	23.189575
412.851625	23.250610
413.051650	23.250610
413.251675	23.189575
413.451700	23.174316
413.651725	23.250610
413.851750	23.220093
414.051775	23.220093
414.251800	23.281128
414.451825	23.250610
414.651850	23.250610
414.851875	23.296387
415.051900	23.296387
415.251925	23.403198
415.451950	23.189575
415.651975	23.311646
415.852000	23.281128
416.052025	23.326904
416.252050	23.357422
416.452075	23.387939
416.652100	23.357422
416.852125	23.357422
417.052150	23.342163
417.252175	23.326904
417.452200	23.342163
417.652225	23.311646
417.852250	23.372681
418.052275	23.433716
418.252300	23.403198
